,Uniprot_ID,Tm
939088,C5CHX6,65.0
939089,H9UDX4,65.0
939090,H9UAB2,65.0
939091,Q3ACY4,65.0
939092,Q3AAV6,65.0
939093,E4QE56,65.0
939094,W9EB57,63.0
939095,E8UT11,63.0
939096,M8D1I6,62.0
939097,O26893,62.0
939098,D3PDH4,62.0
943790,B9K839,79.0
943791,B9K837,79.0
943792,A5ILI6,75.0
943793,D2C862,75.0
943794,D2C860,75.0
943795,Q9X276,75.0
943796,Q9X278,75.0
943797,G4FGE0,75.0
943798,G4FGE2,75.0
943799,F7YWA6,73.0
943800,A6LJ83,70.0
943801,A6LJ85,70.0
943802,I9KSB9,70.0
943803,I8QXJ9,70.0
943804,F2NPE0,70.0
943805,A7HJ90,70.0
943806,A7HJ92,70.0
943807,Q8R832,69.0
943808,Q8R828,69.0
943809,U5CPT9,69.0
943810,U5CSU4,69.0
943811,K2PEG5,68.0
943812,B7IFH7,68.0
943813,K2PMJ4,68.0
943814,B7IFH5,68.0
943815,D9S2G7,67.0
943816,D9RY84,67.0
943817,G2MVN7,65.0
943818,G2MS60,65.0
943819,G2MVN4,65.0
943820,B0KD31,65.0
943821,B0KD28,65.0
943822,D3T4K1,65.0
943823,D3T4K4,65.0
943824,A8F835,65.0
943825,A8F833,65.0
943826,H2J389,65.0
943827,H2J391,65.0
943828,C5CIQ9,65.0
943829,C5CIQ7,65.0
943830,H9UAE4,65.0
943831,H9UAE2,65.0
943832,I0GJI1,65.0
943833,I0GHU9,65.0
943834,W9E8E7,63.0
943835,E8UVD6,63.0
943836,E8UVD9,63.0
943837,M8CV45,62.0
943838,M8CM27,62.0
943839,D3PDN6,62.0
944528,Q8TUX2,98.0
944529,D5VSU2,85.0
944530,C7P6Q7,85.0
944531,D3S0X1,85.0
944532,D2RDX4,85.0
944533,E3GX63,81.0
944534,O28988,81.0
944535,F8C5Y9,80.0
944536,W0DID4,80.0
944537,D3SQ70,80.0
944538,C9REC1,80.0
944539,N6VSW1,80.0
944540,Q60382,80.0
944541,O67848,80.0
944542,B9K8S3,79.0
944543,Q9Z4S0,79.0
944544,E8T5C7,75.0
944545,A5ILL5,75.0
944546,D2C832,75.0
944547,Q9X2A4,75.0
944548,G4FGH1,75.0
944549,F2KP55,75.0
944550,N0BJG3,75.0
944551,D9TL55,74.0
944552,E6SH26,73.0
944553,F7YU14,73.0
944554,B9MR75,73.0
944555,Q72HA9,71.0
944556,Q5SGY0,71.0
944557,F6DG03,71.0
944558,H9ZU79,71.0
944559,H7GIQ8,70.0
944560,F8AAZ0,70.0
944561,I9KT71,70.0
944562,C0QRI8,70.0
944563,F2NNR3,70.0
944564,D3DG10,70.0
944565,B5YEW1,70.0
944566,F0S229,70.0
944567,E4Q6G4,70.0
944568,G2PYS9,70.0
944569,E4SFE3,70.0
944570,E4S5Q1,70.0
944571,C9R9D8,70.0
944572,B7A999,69.0
944573,Q8R7C0,69.0
944574,U5CNY0,69.0
944575,B7R645,69.0
944576,C1DWK7,68.0
944577,D0MH54,68.0
944578,G2SJG1,68.0
944579,H1KZ17,68.0
944580,A4XJN8,68.0
944581,C4FMA4,67.0
944582,E8PR60,66.0
944583,K7R2H4,65.0
944584,G2MU11,65.0
944585,B0KBW1,65.0
944586,D3T5L2,65.0
944587,G0GEH4,65.0
944588,E0RQG3,65.0
944589,A8F450,65.0
944590,F8AMV9,65.0
944591,C5CHW9,65.0
944592,Q3A9W2,65.0
944593,E4QC81,65.0
944594,W9EAK6,63.0
944595,E8UU48,63.0
944596,M8DIC2,62.0
944597,O26285,62.0
944598,D3PAZ6,62.0
947397,D2C7T6,75.0
947398,E6SJG2,73.0
947399,B9MM71,73.0
947400,F8A848,70.0
947401,I9KSK7,70.0
947402,B5YB01,70.0
947403,E4Q269,70.0
947404,G2PWV0,70.0
947405,E4SHL0,70.0
947406,E4S633,70.0
947407,U5CNS4,69.0
947408,Q8R7R4,69.0
947409,D0MI19,68.0
947410,G2SEY6,68.0
947411,A4XM79,68.0
947412,D9RXV6,67.0
947413,G2MX18,65.0
947414,B0KCG1,65.0
947415,D3T4W2,65.0
947416,G0GBQ4,65.0
947417,E0RTK9,65.0
947418,I0GLD7,65.0
947419,E4Q9R5,65.0
947420,W9EBR7,63.0
947421,E8UUM3,63.0
947422,M8DR31,62.0
947423,D3PD51,62.0
950476,E8T3F0,75.0
950477,Q72JY1,71.0
950478,F0S480,70.0
950479,G2SI14,68.0
950480,D0MHE7,68.0
950481,E0RRN6,65.0
950482,G0GG37,65.0
954052,G0ED44,103.0
954053,A2BKY5,99.0
954054,Q8TXQ3,98.0
954055,Q8TZV3,96.0
954056,I6V3L3,96.0
954057,O59497,95.0
954058,F8AFI0,93.0
954059,Q9V1N8,90.0
954060,H6QD52,90.0
954061,A3MTW6,90.0
954062,Q9YFL3,90.0
954063,A1RXF5,88.0
954064,C5A3X6,88.0
954065,A3DPV0,88.0
954066,G4RM60,87.0
954067,E8R8T8,87.0
954068,D5U0U2,85.0
954069,H3ZPN7,85.0
954070,F0LJ12,85.0
954071,D7D844,85.0
954072,F6BAP7,85.0
954073,D5VSI4,85.0
954074,C7P921,85.0
954075,D3S1A7,85.0
954076,D2RH67,85.0
954077,U3TCH6,85.0
954078,B6YTL7,83.0
954079,W8PIG2,83.0
954080,A8M9Z8,83.0
954081,C6A204,81.0
954082,E3GVZ1,81.0
954083,I3XR94,81.0
954084,B8D469,81.0
954085,O29525,81.0
954086,F8C5W3,80.0
954087,W0DAS8,80.0
954088,D3SL70,80.0
954089,W0I614,80.0
954090,I3ZRZ8,80.0
954091,C9RGW7,80.0
954092,N6VRY9,80.0
954093,Q60337,80.0
954094,I0A1U4,80.0
954095,O67883,80.0
954096,D9Q2Y3,80.0
954097,S6A5G6,76.0
954098,E8T260,75.0
954099,F9VMS8,75.0
954100,F2KQS4,75.0
954101,N0BEM4,75.0
954102,Q980P9,74.0
954103,H2C6U6,72.0
954104,F6DE24,71.0
954105,H9ZT69,71.0
954106,Q5SL69,71.0
954107,Q72LK3,71.0
954108,C3MMI5,71.0
954109,C3MRJ1,71.0
954110,Q4JAU5,71.0
954111,H7GF44,70.0
954112,B9KXI5,70.0
954113,F8ACH6,70.0
954114,C0QQC1,70.0
954115,F2NL88,70.0
954116,D3DJP7,70.0
954117,F0S1U3,70.0
954118,C9RAP1,70.0
954119,B5IBB5,70.0
954120,B5ICX6,70.0
954121,B7A847,69.0
954122,C1DWM9,68.0
954123,G2SIW5,68.0
954124,D0MD26,68.0
954125,H1KYN9,68.0
954126,C4FLU8,67.0
954127,A4YCP4,67.0
954128,E8PM91,66.0
954129,K7RHE9,65.0
954130,F8AKK7,65.0
954131,Q3AE31,65.0
954132,O27447,62.0
954133,D3P8N5,62.0
956256,Q973B5,75.0
956257,Q97UL6,74.0
956258,A4YH28,67.0
956533,G0EGV7,103.0
956534,A2BLM0,99.0
956535,Q8ZTP3,98.0
956536,Q8TXB4,98.0
956537,Q8U122,96.0
956538,I6V273,96.0
956539,O50116,95.0
956540,A1RRX6,95.0
956541,A4WLE9,95.0
956542,F8AGP2,93.0
956543,E0SQ35,92.0
956544,E1QRK7,90.0
956545,Q9V0P2,90.0
956546,H6Q7S0,90.0
956547,G7VE18,90.0
956548,A3MX54,90.0
956549,A8AAG3,90.0
956550,Q9YF40,90.0
956551,F0QWH2,88.0
956552,A1RXJ4,88.0
956553,C5A3Q1,88.0
956554,A3DMM2,88.0
956555,G4RL20,87.0
956556,E8RAD3,87.0
956557,D5TZK6,85.0
956558,F2L415,85.0
956559,H3ZK83,85.0
956560,F0LM88,85.0
956561,D7DAH1,85.0
956562,B1Y9Y6,85.0
956563,F6BAL5,85.0
956564,D5VT39,85.0
956565,C7P5P4,85.0
956566,D3RXP7,85.0
956567,D2RI96,85.0
956568,U3TEL0,85.0
956569,B6YXE5,83.0
956570,W8NVD9,83.0
956571,A8MCG4,83.0
956572,C6A429,81.0
956573,E3GZI0,81.0
956574,B8D6J4,81.0
956575,O28237,81.0
956576,F8C5X0,80.0
956577,W0DAU5,80.0
956578,D3SMY4,80.0
956579,W0I7P4,80.0
956580,I3ZV37,80.0
956581,C9RGG8,80.0
956582,Q58656,80.0
956583,I0A1V8,80.0
956584,O66929,80.0
956585,D9Q0J0,80.0
956586,B9K7U7,79.0
956587,S5ZVD6,76.0
956588,E8T358,75.0
956589,A5ILX9,75.0
956590,Q9X1U0,75.0
956591,G4FFZ2,75.0
956592,Q971S6,75.0
956593,B8E2Y0,75.0
956594,L0AAL3,75.0
956595,F2KRW4,75.0
956596,N0BDJ6,75.0
956597,F4B510,75.0
956598,Q97ZE2,74.0
956599,D0KTU7,74.0
956600,D9TFE0,74.0
956601,E6SJQ5,73.0
956602,F7YXU6,73.0
956603,B9MKP9,73.0
956604,H2C8K6,72.0
956605,Q72KD9,71.0
956606,P43891,71.0
956607,H9ZRX0,71.0
956608,F6DGC3,71.0
956609,C3NHU4,71.0
956610,C3NDV9,71.0
956611,C3N5A5,71.0
956612,C4KGX1,71.0
956613,C3MPM9,71.0
956614,C3MYM3,71.0
956615,D2PJS3,71.0
956616,M9UDE5,71.0
956617,F0NHF6,71.0
956618,F0NPK0,71.0
956619,Q4J986,71.0
956620,M1J211,71.0
956621,M1J5S0,71.0
956622,A6LK98,70.0
956623,B9L002,70.0
956624,F8ADC6,70.0
956625,I9KVS0,70.0
956626,C0QTL4,70.0
956627,F2NQJ9,70.0
956628,D3DH50,70.0
956629,A7HL98,70.0
956630,B5YEG7,70.0
956631,F0S1X5,70.0
956632,E4Q3M5,70.0
956633,G2PZ39,70.0
956634,E4SDG2,70.0
956635,E4S4E4,70.0
956636,C9RBV1,70.0
956637,B5IG15,70.0
956638,B5IFR7,70.0
956639,B7A6B1,69.0
956640,Q8RA23,69.0
956641,U5CQR6,69.0
956642,B7IGP4,68.0
956643,K2PS07,68.0
956644,C1DXT1,68.0
956645,G2SDX0,68.0
956646,D0MK05,68.0
956647,H1L005,68.0
956648,A4XM00,68.0
956649,D9S3N4,67.0
956650,C4FLR8,67.0
956651,A4YHL6,67.0
956652,E8PLG2,66.0
956653,F4G073,66.0
956654,K7QZN1,65.0
956655,G2MXB5,65.0
956656,B0K9R4,65.0
956657,D3T2L3,65.0
956658,G0GFM9,65.0
956659,E0RR81,65.0
956660,A8F5E8,65.0
956661,F8ALG1,65.0
956662,H2J682,65.0
956663,C5CFP4,65.0
956664,H9UCA6,65.0
956665,Q3AB79,65.0
956666,I0GJJ6,65.0
956667,E4Q7M1,65.0
956668,W9E9E3,63.0
956669,M8D0R2,62.0
956670,O26965,62.0
956671,D3PAK8,62.0
961501,G0ECH2,103.0
961502,A2BME6,99.0
961503,Q8ZTJ1,98.0
961504,Q8TZB3,98.0
961505,Q8U2L4,96.0
961506,I6UP91,96.0
961507,O58988,95.0
961508,A1RRJ5,95.0
961509,A4WKL0,95.0
961510,F8AHT4,93.0
961511,E0SQ75,92.0
961512,E1QNF2,90.0
961513,Q9UZJ6,90.0
961514,H6Q9P3,90.0
961515,G7VFE7,90.0
961516,A3MV67,90.0
961517,A8AAI6,90.0
961518,Q9YDD5,90.0
961519,F0QTZ4,88.0
961520,A1RXV0,88.0
961521,C5A258,88.0
961522,A3DND3,88.0
961523,G4RM07,87.0
961524,E8RAL4,87.0
961525,D5U1Z6,85.0
961526,F2L232,85.0
961527,H3ZNK0,85.0
961528,F0LHL3,85.0
961529,D7D9R0,85.0
961530,B1YAJ8,85.0
961531,F6BBN8,85.0
961532,D5VQD0,85.0
961533,C7P884,85.0
961534,D3RXV7,85.0
961535,D2RE41,85.0
961536,U3TDU0,85.0
961537,B6YSP1,83.0
961538,W8P4N9,83.0
961539,A8MD76,83.0
961540,C6A187,81.0
961541,E3GZE6,81.0
961542,B8D5U4,81.0
961543,I3XT54,81.0
961544,O28379,81.0
961545,F8C2Q9,80.0
961546,W0DEQ5,80.0
961547,D3SPJ9,80.0
961548,W0I0P2,80.0
961549,I3ZSX3,80.0
961550,C9RH15,80.0
961551,N6VX12,80.0
961552,Q58071,80.0
961553,I0A0H7,80.0
961554,O67907,80.0
961555,D9PZP7,80.0
961556,B9K8E3,79.0
961557,S5ZDW9,76.0
961558,E8T2U4,75.0
961559,A5IME2,75.0
961560,D2C3Z8,75.0
961561,Q9X1F6,75.0
961562,G4FFH8,75.0
961563,Q975K7,75.0
961564,B8E2Z2,75.0
961565,L0AAC5,75.0
961566,F2KSS6,75.0
961567,N0B939,75.0
961568,F4B8F8,75.0
961569,Q9UX81,74.0
961570,D0KT98,74.0
961571,D9TKJ2,74.0
961572,E6SKL8,73.0
961573,F7YVB1,73.0
961574,B9MRX1,73.0
961575,H2C6H6,72.0
961576,Q72LH0,71.0
961577,Q5SL35,71.0
961578,H9ZT37,71.0
961579,F6DE58,71.0
961580,C3N5V4,71.0
961581,C4KHI3,71.0
961582,C3MQ86,71.0
961583,C3MVX8,71.0
961584,C3NH82,71.0
961585,C3NEH0,71.0
961586,F0NM59,71.0
961587,M9U6X9,71.0
961588,D2PC98,71.0
961589,F0NHL8,71.0
961590,O05982,71.0
961591,M1ITH1,71.0
961592,V9S7B6,71.0
961593,M1IZY4,71.0
961594,H7GF73,70.0
961595,A6LNG5,70.0
961596,B9KY93,70.0
961597,F8ADP0,70.0
961598,I8R6H3,70.0
961599,C0QTD3,70.0
961600,F2NL21,70.0
961601,D3DHE9,70.0
961602,A7HME6,70.0
961603,B5YEH9,70.0
961604,F0S2J0,70.0
961605,E4Q1E5,70.0
961606,G2PTH4,70.0
961607,E4SBV9,70.0
961608,E4S7S8,70.0
961609,C9RDD9,70.0
961610,B5ICU1,70.0
961611,B5IBH4,70.0
961612,B7ABT4,69.0
961613,Q8RA78,69.0
961614,U5CG29,69.0
961615,B7IE32,68.0
961616,K2Q711,68.0
961617,C1DXI3,68.0
961618,G2SF40,68.0
961619,D0MI73,68.0
961620,H1L0D0,68.0
961621,A4XKN9,68.0
961622,D9S3D8,67.0
961623,C4FLE2,67.0
961624,A4YCZ3,67.0
961625,E8PN90,66.0
961626,F4G1N6,66.0
961627,K7QW07,65.0
961628,G2MWI0,65.0
961629,B0K9K8,65.0
961630,D3T8X8,65.0
961631,E0RT27,65.0
961632,E0RSQ5,65.0
961633,G0GE44,65.0
961634,A8F7R9,65.0
961635,F8ALY7,65.0
961636,H2J644,65.0
961637,C5CIU8,65.0
961638,H9UEJ2,65.0
961639,Q3AAT8,65.0
961640,E4QAU0,65.0
961641,W9EE67,63.0
961642,E8USY0,63.0
961643,M8D1B5,62.0
961644,O26138,62.0
961645,D3PA05,62.0
965177,Q8TX98,98.0
965178,I6TZM5,96.0
965179,Q8U0F4,96.0
965180,O59289,95.0
965181,F8AGB9,93.0
965182,Q9V186,90.0
965183,C5A1G2,88.0
965184,H3ZLR9,85.0
965185,F0LHN7,85.0
965186,F6BA69,85.0
965187,D5VQK8,85.0
965188,C7P6R9,85.0
965189,D2RER6,85.0
965190,B6YST2,83.0
965191,W8P8D9,83.0
965192,C6A3T9,81.0
965193,E3GZG2,81.0
965194,O27996,81.0
965195,W0I5G2,80.0
965196,I3ZSU1,80.0
965197,C9RF22,80.0
965198,N6UUJ3,80.0
965199,Q60352,80.0
965200,F2KQQ9,75.0
965201,N0BEA5,75.0
965202,B5I9J3,70.0
965203,B5IAC5,70.0
965204,B5IF05,70.0
965205,D3TCE9,70.0
965206,H1KWF5,68.0
965207,F8AMR4,65.0
965208,O26153,62.0
965573,G0ECG9,103.0
965574,G0EED2,103.0
965575,A2BK31,99.0
965576,A2BME3,99.0
965577,Q8ZWP7,98.0
965578,Q8ZU30,98.0
965579,Q8TWH4,98.0
965580,Q8TZB0,98.0
965581,Q8U020,96.0
965582,Q8U1S1,96.0
965583,Q8U207,96.0
965584,I6UZ17,96.0
965585,I6UPT7,96.0
965586,I6US44,96.0
965587,O59443,95.0
965588,O58998,95.0
965589,O58844,95.0
965590,A1RV56,95.0
965591,A4WLW3,95.0
965592,A4WKI7,95.0
965593,F8AI70,93.0
965594,F8AFW7,93.0
965595,F8AEC2,93.0
965596,E0SQE2,92.0
965597,E1QR46,90.0
965598,Q9V1V9,90.0
965599,Q9UZK4,90.0
965600,Q9UZN1,90.0
965601,H6Q6U8,90.0
965602,H6Q9R5,90.0
965603,G7VDS8,90.0
965604,G7VFH1,90.0
965605,A3MV92,90.0
965606,A3MW37,90.0
965607,A8ABS2,90.0
965608,Q9YDD2,90.0
965609,F0QW06,88.0
965610,A1RW40,88.0
965611,A1RXC3,88.0
965612,A1RWJ7,88.0
965613,C5A628,88.0
965614,C5A261,88.0
965615,C5A5D0,88.0
965616,A3DLK0,88.0
965617,A3DMN2,88.0
965618,G4RPZ8,87.0
965619,G4RKQ2,87.0
965620,E8R9P6,87.0
965621,E8RA50,87.0
965622,D5TZJ0,85.0
965623,D5U1I0,85.0
965624,F2L4X0,85.0
965625,H3ZKT7,85.0
965626,H3ZJV2,85.0
965627,H3ZNK3,85.0
965628,F0LK12,85.0
965629,F0LKQ8,85.0
965630,F0LHL0,85.0
965631,D7DBI8,85.0
965632,D7DAG3,85.0
965633,B1YCY5,85.0
965634,B1YAX1,85.0
965635,P43408,85.0
965636,F6BEF3,85.0
965637,F6BD75,85.0
965638,D5VRS8,85.0
965639,D5VSM0,85.0
965640,C7P7F9,85.0
965641,C7P5X1,85.0
965642,D3RXQ0,85.0
965643,D3RZ64,85.0
965644,D2RE39,85.0
965645,D2RGC4,85.0
965646,U3T9E3,85.0
965647,B6YUL3,83.0
965648,B6YSN8,83.0
965649,B6YVU5,83.0
965650,W8PKM0,83.0
965651,W8PKH1,83.0
965652,W8NWV3,83.0
965653,A8MBD4,83.0
965654,C6A184,81.0
965655,C6A2Q1,81.0
965656,C6A336,81.0
965657,E3GXE5,81.0
965658,E3GZE3,81.0
965659,I3XS50,81.0
965660,B8D553,81.0
965661,B8D6H9,81.0
965662,I3XPP9,81.0
965663,O29581,81.0
965664,O28278,81.0
965665,F8C5A4,80.0
965666,W0DF76,80.0
965667,D3SQE5,80.0
965668,W0I6D6,80.0
965669,W0I5E3,80.0
965670,W0I7D1,80.0
965671,I3ZWL0,80.0
965672,I3ZSX6,80.0
965673,I3ZRK6,80.0
965674,C9RGJ8,80.0
965675,C9RES2,80.0
965676,N6W0B8,80.0
965677,Q58450,80.0
965678,P43409,80.0
965679,I0A0H9,80.0
965680,O66490,80.0
965681,D9PZX5,80.0
965682,Q8GGL2,79.0
965683,B9K8A7,79.0
965684,S5ZUE4,76.0
965685,S5ZCL1,76.0
965686,S5ZKJ9,76.0
965687,E8T4B6,75.0
965688,E8T4Z4,75.0
965689,A5IMA4,75.0
965690,D2C3W1,75.0
965691,Q9X1I8,75.0
965692,R4NT40,75.0
965693,Q975K4,75.0
965694,Q976L5,75.0
965695,B8E1F3,75.0
965696,L0AD49,75.0
965697,L0A8J4,75.0
965698,F2KP08,75.0
965699,F2KT72,75.0
965700,N0BAU5,75.0
965701,N0BNI4,75.0
965702,F4B8F5,75.0
965703,F4B963,75.0
965704,Q9UX83,74.0
965705,Q97ZW3,74.0
965706,D0KTA1,74.0
965707,D0KSF3,74.0
965708,D9TJI6,74.0
965709,E6SKY0,73.0
965710,B9MKG1,73.0
965711,H2C8P7,72.0
965712,H2C6H9,72.0
965713,Q72I25,71.0
965714,Q5SHQ9,71.0
965715,H9ZPM3,71.0
965716,F6DEN1,71.0
965717,C3N5V1,71.0
965718,C4KHI0,71.0
965719,C3MQ83,71.0
965720,C3MVK2,71.0
965721,C3NH85,71.0
965722,C3NEG7,71.0
965723,C3N6L0,71.0
965724,C4KI81,71.0
965725,C3MQV5,71.0
965726,C3MWU3,71.0
965727,C3NGL3,71.0
965728,C3N6Z8,71.0
965729,D2PC95,71.0
965730,F0NKK4,71.0
965731,D2PCY7,71.0
965732,F0NFA0,71.0
965733,M9UDW7,71.0
965734,F0NM56,71.0
965735,F0NHL5,71.0
965736,M9UA77,71.0
965737,P35028,71.0
965738,Q4JBH4,71.0
965739,M1IW99,71.0
965740,M1JAC2,71.0
965741,V9S483,71.0
965742,M1IT72,71.0
965743,M1IT56,71.0
965744,V9S7L7,71.0
965745,H7GI62,70.0
965746,A6LLN4,70.0
965747,B9KZW7,70.0
965748,F8AA58,70.0
965749,F8A9K7,70.0
965750,I8R2X8,70.0
965751,C0QQP4,70.0
965752,A7HM31,70.0
965753,B5YDW3,70.0
965754,F0S0X2,70.0
965755,F0S1E1,70.0
965756,E4Q2Z6,70.0
965757,G2PWK3,70.0
965758,E4SB77,70.0
965759,E4SAQ8,70.0
965760,C9R7R9,70.0
965761,D3TB24,70.0
965762,B5ICG0,70.0
965763,B5IBH6,70.0
965764,B5ICT9,70.0
965765,B5IAQ5,70.0
965766,B7A576,69.0
965767,Q8R7X4,69.0
965768,U5CMI1,69.0
965769,B7IHW7,68.0
965770,K2PHD4,68.0
965771,C1DX53,68.0
965772,D0MI16,68.0
965773,G2SEY3,68.0
965774,H1KXW6,68.0
965775,H1KX50,68.0
965776,A4XLR0,68.0
965777,D9RZN2,67.0
965778,A4YIQ9,67.0
965779,A4YCZ0,67.0
965780,E8PPA1,66.0
965781,F4FYA7,66.0
965782,F4G1N8,66.0
965783,K7R3B5,65.0
965784,B0KCM0,65.0
965785,D3T4N5,65.0
965786,G0GC92,65.0
965787,E0RS39,65.0
965788,A8F4T2,65.0
965789,F8ALZ1,65.0
965790,F8AKF5,65.0
965791,H2J783,65.0
965792,C5CGI1,65.0
965793,H9UD76,65.0
965794,Q3ACG0,65.0
965795,I0GKG0,65.0
965796,E4Q835,65.0
965797,W9EH05,63.0
965798,P43410,63.0
965799,M8CVI9,62.0
965800,O26135,62.0
965801,O27656,62.0
965802,D3P917,62.0
971037,Q57900,80.0
971038,G0EEA2,103.0
971039,A2BK98,99.0
971040,Q8ZWY4,98.0
971041,Q8TV10,98.0
971042,Q8U2A8,96.0
971043,I6TWG1,96.0
971044,O58429,95.0
971045,A1RUZ6,95.0
971046,A4WIM7,95.0
971047,F8AGK3,93.0
971048,E1QPB9,90.0
971049,Q9UZ13,90.0
971050,H6QCB6,90.0
971051,A3MTI3,90.0
971052,A8AAF5,90.0
971053,Q9Y9B0,90.0
971054,F0QUB5,88.0
971055,C5A1V6,88.0
971056,A3DMR9,88.0
971057,G4RNT5,87.0
971058,F2L5S9,85.0
971059,H3ZN52,85.0
971060,F0LMW9,85.0
971061,D7DAC8,85.0
971062,B1YCS7,85.0
971063,F6BAH7,85.0
971064,D5VRM7,85.0
971065,C7P5N6,85.0
971066,D3S3F6,85.0
971067,D2RGY9,85.0
971068,U3TFZ4,85.0
971069,I3TDY0,83.0
971070,B6YWH6,83.0
971071,W8NSP3,83.0
971072,A8MBT1,83.0
971073,C6A1V6,81.0
971074,E3GY67,81.0
971075,O29491,81.0
971076,F8C5W4,80.0
971077,W0DCB3,80.0
971078,D3SPV4,80.0
971079,W0I757,80.0
971080,I3ZW56,80.0
971081,C9RG40,80.0
971082,N6VYU6,80.0
971083,Q58661,80.0
971084,I0A0D1,80.0
971085,O67528,80.0
971086,D9Q2G0,80.0
971087,E8T6J8,75.0
971088,Q976A0,75.0
971089,L0A9X1,75.0
971090,F2KPY1,75.0
971091,N0BIQ4,75.0
971092,F4B7W1,75.0
971093,Q980Q7,74.0
971094,D0KRS6,74.0
971095,E6SK71,73.0
971096,H2C6V6,72.0
971097,Q72GQ0,71.0
971098,Q5SLV5,71.0
971099,Q84CU2,71.0
971100,H9ZP81,71.0
971101,F6DIB1,71.0
971102,C3MZM4,71.0
971103,C4KIV4,71.0
971104,C3MRJ9,71.0
971105,C3MY95,71.0
971106,C3NFS7,71.0
971107,C3N7P6,71.0
971108,F0NBR7,71.0
971109,D2PDL2,71.0
971110,M9UG45,71.0
971111,F0NKT0,71.0
971112,Q4JAV3,71.0
971113,M1IAU3,71.0
971114,M1J459,71.0
971115,V9S7W5,71.0
971116,H7GDV9,70.0
971117,A6LJZ9,70.0
971118,B9L159,70.0
971119,F8ACH5,70.0
971120,I9AFG8,70.0
971121,C0QS47,70.0
971122,F2NRA6,70.0
971123,D3DFD1,70.0
971124,A7HJ26,70.0
971125,F0S045,70.0
971126,C9RA07,70.0
971127,B5IAR7,70.0
971128,D3TAB8,70.0
971129,B7A8C5,69.0
971130,Q8RBR5,69.0
971131,U5CQ68,69.0
971132,B7IGM6,68.0
971133,K2PRZ2,68.0
971134,C1DWI5,68.0
971135,D0MDV1,68.0
971136,G2SFY7,68.0
971137,H1KW66,68.0
971138,D9RYG2,67.0
971139,C4FJB5,67.0
971140,A4YCQ4,67.0
971141,E8PR03,66.0
971142,F4FXU2,66.0
971143,K7R1E6,65.0
971144,G2MWC8,65.0
971145,B0KAQ8,65.0
971146,D3T7S8,65.0
971147,F8AKA0,65.0
971148,H2J588,65.0
971149,C5CGM3,65.0
971150,H9UCK0,65.0
971151,Q3AFJ7,65.0
971152,I0GJX4,65.0
971153,W9EEU7,63.0
971154,E8UV22,63.0
971155,M8DU66,62.0
971156,O26358,62.0
971157,D3PAH8,62.0
974798,I6V218,96.0
974799,C5A6B1,88.0
974800,G4RPL7,87.0
974801,E8R8M8,87.0
974802,D5U1Q0,85.0
974803,F6BD11,85.0
974804,D5VTW8,85.0
974805,C7P6T7,85.0
974806,D3S0N2,85.0
974807,D2REV1,85.0
974808,U3TEU4,85.0
974809,F8C4N1,80.0
974810,C9RE05,80.0
974811,E8T2X2,75.0
974812,Q974Y6,75.0
974813,Q96Y37,75.0
974814,B8E360,75.0
974815,F2KRU7,75.0
974816,Q97W49,74.0
974817,Q981E3,74.0
974818,D0KV25,74.0
974819,D9TI48,74.0
974820,E6SJ37,73.0
974821,B9MN59,73.0
974822,F6DFE5,71.0
974823,Q7SIA0,71.0
974824,C3NMI4,71.0
974825,C4KK97,71.0
974826,C3MRQ9,71.0
974827,C3N8Y5,71.0
974828,C3N8P2,71.0
974829,C3MK73,71.0
974830,C3MJV9,71.0
974831,C3N130,71.0
974832,C4KJS6,71.0
974833,C3NMB3,71.0
974834,C3MU42,71.0
974835,C3N0P9,71.0
974836,Q4JBZ0,71.0
974837,B9KY55,70.0
974838,F8AB37,70.0
974839,C0QRY4,70.0
974840,F2NMU7,70.0
974841,E4Q311,70.0
974842,E4S839,70.0
974843,B5ICN8,70.0
974844,C1DXC5,68.0
974845,G2SIT4,68.0
974846,H1KYA8,68.0
974847,A4XG68,68.0
974848,D9RZC0,67.0
974849,C4FM32,67.0
974850,A4YD59,67.0
974851,F8AKC3,65.0
974852,E4Q8D1,65.0
976333,F8C1T7,80.0
976334,W0DB75,80.0
976335,D3SPL2,80.0
976336,B9K7W9,79.0
976337,E8T436,75.0
976338,A5ILD0,75.0
976339,D2C8B8,75.0
976340,Q9X215,75.0
976341,G4FG76,75.0
976342,B8E0Y0,75.0
976343,D9TL97,74.0
976344,E6SJA0,73.0
976345,F7YU67,73.0
976346,B9MR32,73.0
976347,Q72ID5,71.0
976348,Q5SI18,71.0
976349,H9ZPX9,71.0
976350,F6DDX5,71.0
976351,H7GHK0,70.0
976352,A6LJ75,70.0
976353,B9L0C2,70.0
976354,F8A8G4,70.0
976355,I8R0Q8,70.0
976356,C0QR93,70.0
976357,F2NKB0,70.0
976358,D3DFN0,70.0
976359,A7HNM9,70.0
976360,B5YF49,70.0
976361,F0S1A4,70.0
976362,E4Q645,70.0
976363,G2PY86,70.0
976364,E4SFI6,70.0
976365,E4S5K8,70.0
976366,C9RCK3,70.0
976367,B7A5A8,69.0
976368,Q8R9S6,69.0
976369,U5CTY7,69.0
976370,K2PMI8,68.0
976371,B7IFG7,68.0
976372,C1DT35,68.0
976373,D0MK08,68.0
976374,G2SDX3,68.0
976375,A4XL86,68.0
976376,D9S307,67.0
976377,C4FL95,67.0
